Created,Product_ID,Source,Sales_Agent,Delivery_Mode,Status,output
10-10-2018 10:07,19,Call,Sales-Agent-8,Mode-1,Long Term,1
10-10-2018 06:53,10,Website,Sales-Agent-2,Mode-3,In Progress Negative,0
09-10-2018 23:33,19,Website,Sales-Agent-3,Mode-3,Potential,1
09-10-2018 21:13,19,Website,Sales-Agent-4,Mode-3,In Progress Positive,1
09-10-2018 20:40,19,Live Chat-Direct,Sales-Agent-7,Mode-1,CONVERTED,1
09-10-2018 20:19,5,Website,Sales-Agent-11,Mode-3,Potential,1
09-10-2018 19:54,27,Website,Sales-Agent-7,Mode-3,Long Term,1
09-10-2018 19:44,10,Website,Sales-Agent-9,Mode-3,Just Enquiry,0
09-10-2018 19:35,27,Live Chat-Direct,Sales-Agent-9,Mode-1,In Progress Positive,1
09-10-2018 19:25,18,Live Chat-Direct,Sales-Agent-4,Mode-3,CONVERTED,1
09-10-2018 19:00,19,Live Chat-Direct,Sales-Agent-4,Mode-3,CONVERTED,1
09-10-2018 18:21,18,Call,Sales-Agent-8,Mode-1,converted,1
09-10-2018 18:10,9,Live Chat-Direct,Sales-Agent-3,Mode-3,Just Enquiry,0
09-10-2018 18:01,9,Call,Sales-Agent-9,Mode-1,In Progress Positive,1
09-10-2018 17:35,9,Live Chat-Direct,Sales-Agent-11,Mode-1,Potential,1
09-10-2018 17:30,9,Live Chat-Blog,Sales-Agent-4,Mode-3,In Progress Positive,1
09-10-2018 17:27,27,Website,Sales-Agent-9,Mode-3,Not Responding,0
09-10-2018 17:13,9,Call,Sales-Agent-4,Mode-3,In Progress Positive,1
09-10-2018 16:42,15,Call,Sales-Agent-5,Mode-1,Potential,1
09-10-2018 16:35,27,Live Chat-Direct,Sales-Agent-8,Mode-1,converted,1
09-10-2018 16:24,10,Call,Sales-Agent-8,Mode-2,Just Enquiry,0
09-10-2018 15:55,27,Live Chat-Direct,Sales-Agent-2,Mode-3,Junk Lead,0
09-10-2018 15:30,18,Live Chat-Direct,Sales-Agent-11,Mode-3,Potential,1
09-10-2018 14:13,15,Live Chat-CPC,Sales-Agent-9,Mode-3,Junk Lead,0
09-10-2018 13:33,5,Website,Sales-Agent-9,Mode-3,In Progress Positive,1
09-10-2018 13:16,18,Call,Sales-Agent-8,Mode-1,Just Enquiry,0
09-10-2018 13:10,18,Live Chat-Direct,Sales-Agent-7,Mode-3,Not Responding,0
09-10-2018 12:55,18,Live Chat-Direct,Sales-Agent-3,Mode-1,Potential,1
09-10-2018 12:25,18,Website,Sales-Agent-3,Mode-3,In Progress Negative,0
09-10-2018 12:20,27,Live Chat-Direct,Sales-Agent-4,Mode-3,In Progress Positive,1
09-10-2018 12:05,19,Live Chat -PPC,Sales-Agent-9,Mode-3,Junk Lead,0
09-10-2018 11:45,19,Live Chat -PPC,Sales-Agent-2,Mode-3,In Progress Negative,0
09-10-2018 11:35,19,Live Chat-Direct,Sales-Agent-4,Mode-3,Not Responding,0
09-10-2018 11:27,18,Call,Sales-Agent-2,Mode-1,Long Term,1
09-10-2018 10:45,19,Live Chat -PPC,Sales-Agent-3,Mode-3,Junk Lead,0
09-10-2018 10:45,18,Live Chat-Direct,Sales-Agent-11,Mode-1,Potential,1
09-10-2018 10:28,15,Call,Sales-Agent-7,Mode-5,In Progress Positive,1
09-10-2018 10:25,27,Live Chat -PPC,Sales-Agent-8,Mode-3,Just Enquiry,0
09-10-2018 10:24,19,Call,Sales-Agent-8,Mode-3,Long Term,1
09-10-2018 10:01,15,Call,Sales-Agent-7,Mode-5,Junk Lead,0
09-10-2018 09:56,19,Call,Sales-Agent-7,Mode-4,In Progress Negative,0
09-10-2018 09:53,15,Call,Sales-Agent-4,Mode-5,Junk Lead,0
09-10-2018 09:53,9,Call,Sales-Agent-11,Mode-5,In Progress Negative,0
09-10-2018 09:52,15,Call,Sales-Agent-2,Mode-5,Junk Lead,0
09-10-2018 09:52,15,Call,Sales-Agent-7,Mode-5,Just Enquiry,0
09-10-2018 09:50,5,Live Chat-Direct,Sales-Agent-9,Mode-3,Just Enquiry,0
09-10-2018 09:25,9,Live Chat-Direct,Sales-Agent-11,Mode-3,Junk Lead,0
09-10-2018 09:25,5,Live Chat-Direct,Sales-Agent-7,Mode-3,In Progress Positive,1
08-10-2018 23:40,19,Website,Sales-Agent-4,Mode-1,Potential,1
08-10-2018 20:50,18,Website,Sales-Agent-11,Mode-1,Potential,1
08-10-2018 19:20,27,Live Chat-Direct,Sales-Agent-7,Mode-3,Junk Lead,0
08-10-2018 18:31,18,Website,Sales-Agent-3,Mode-3,Just Enquiry,0
08-10-2018 17:55,19,Live Chat-Direct,Sales-Agent-3,Mode-3,Potential,1
08-10-2018 17:26,27,Call,Sales-Agent-7,Mode-1,Not Responding,0
08-10-2018 16:53,9,Call,Sales-Agent-7,Mode-3,In Progress Positive,1
08-10-2018 16:52,9,Call,Sales-Agent-11,Mode-5,Potential,1
08-10-2018 16:10,18,Live Chat -PPC,Sales-Agent-7,Mode-3,Not Responding,0
08-10-2018 15:30,19,Live Chat-Direct,Sales-Agent-7,Mode-3,Junk Lead,0
08-10-2018 15:30,10,Live Chat-Direct,Sales-Agent-4,Mode-3,Not Responding,0
08-10-2018 15:13,27,Website,Sales-Agent-7,Mode-1,Not Responding,0
08-10-2018 14:50,18,Live Chat-Direct,Sales-Agent-3,Mode-3,Not Responding,0
08-10-2018 14:47,19,Live Chat-Blog,Sales-Agent-2,Mode-3,Junk Lead,0
08-10-2018 14:05,19,Live Chat-Blog,Sales-Agent-4,Mode-3,Junk Lead,0
08-10-2018 13:50,18,Live Chat -PPC,Sales-Agent-11,Mode-3,Long Term,1
08-10-2018 13:50,18,Live Chat-Blog,Sales-Agent-3,Mode-3,Just Enquiry,0
08-10-2018 13:45,27,Live Chat-Direct,Sales-Agent-7,Mode-1,In Progress Positive,1
08-10-2018 12:56,10,Website,Sales-Agent-11,Mode-3,In Progress Negative,0
08-10-2018 12:55,15,Call,Sales-Agent-2,Mode-5,Junk Lead,0
08-10-2018 12:40,19,Live Chat-Direct,Sales-Agent-7,Mode-1,CONVERTED,1
08-10-2018 12:40,27,Live Chat -PPC,Sales-Agent-7,Mode-1,Not Responding,0
08-10-2018 12:20,27,Live Chat-Blog,Sales-Agent-4,Mode-3,In Progress Positive,1
08-10-2018 12:15,19,Live Chat-Direct,Sales-Agent-11,Mode-3,CONVERTED,1
08-10-2018 12:05,19,Live Chat-Blog,Sales-Agent-3,Mode-3,Long Term,1
08-10-2018 11:14,18,Website,Sales-Agent-4,Mode-3,In Progress Positive,1
08-10-2018 10:43,15,Call,Sales-Agent-8,Mode-5,Just Enquiry,0
08-10-2018 10:37,15,Call,Sales-Agent-3,Mode-5,Junk Lead,0
08-10-2018 10:35,15,Call,Sales-Agent-2,Mode-5,Junk Lead,0
08-10-2018 10:32,15,Call,Sales-Agent-9,Mode-5,Long Term,1
08-10-2018 10:27,15,Call,Sales-Agent-9,Mode-5,In Progress Positive,1
08-10-2018 10:23,27,Call,Sales-Agent-7,Mode-1,In Progress Positive,1
08-10-2018 10:16,15,Call,Sales-Agent-7,Mode-5,Junk Lead,0
08-10-2018 10:13,27,Website,Sales-Agent-11,Mode-1,Potential,1
08-10-2018 10:05,19,Live Chat-Direct,Sales-Agent-9,Mode-3,Potential,1
07-10-2018 20:40,19,Live Chat-Direct,Sales-Agent-11,Mode-3,Potential,1
07-10-2018 18:37,18,Website,Sales-Agent-3,Mode-1,Not Responding,0
07-10-2018 18:29,18,Website,Sales-Agent-11,Mode-3,In Progress Negative,0
07-10-2018 17:24,18,Website,Sales-Agent-7,Mode-3,Not Responding,0
07-10-2018 17:22,19,Website,Sales-Agent-2,Mode-3,In Progress Negative,0
07-10-2018 16:55,9,Live Chat-Direct,Sales-Agent-3,Mode-1,Just Enquiry,0
07-10-2018 16:45,9,Live Chat-Direct,Sales-Agent-7,Mode-1,In Progress Positive,1
07-10-2018 16:10,18,Live Chat -PPC,Sales-Agent-11,Mode-3,In Progress Negative,0
07-10-2018 15:06,19,Website,Sales-Agent-7,Mode-3,CONVERTED,1
07-10-2018 14:40,1,Live Chat-Direct,Sales-Agent-9,Mode-3,Not Responding,0
07-10-2018 14:20,9,Live Chat-Direct,Sales-Agent-3,Mode-3,In Progress Positive,1
07-10-2018 13:45,19,Live Chat-Direct,Sales-Agent-7,Mode-3,Junk Lead,0
07-10-2018 13:29,18,Call,Sales-Agent-9,Mode-1,In Progress Positive,1
07-10-2018 13:20,2,Live Chat-Direct,Sales-Agent-11,Mode-3,Not Responding,0
07-10-2018 11:29,18,Website,Sales-Agent-4,Mode-3,In Progress Positive,1
07-10-2018 11:25,18,Live Chat-Direct,Sales-Agent-4,Mode-3,Not Responding,0
07-10-2018 11:20,27,Live Chat-Direct,Sales-Agent-11,Mode-3,Just Enquiry,0
07-10-2018 10:49,19,Call,Sales-Agent-9,Mode-1,Potential,1
07-10-2018 10:30,19,Live Chat-Direct,Sales-Agent-7,Mode-3,Not Responding,0
07-10-2018 10:05,18,Website,Sales-Agent-11,Mode-3,In Progress Negative,0
07-10-2018 09:50,9,Live Chat-Direct,Sales-Agent-3,Mode-3,Long Term,1
07-10-2018 07:50,18,Live Chat-Direct,Sales-Agent-4,Mode-1,Potential,1
07-10-2018 00:33,15,Website,Sales-Agent-2,Mode-3,Not Responding,0
06-10-2018 19:45,18,Live Chat-Direct,Sales-Agent-4,Mode-3,Just Enquiry,0
06-10-2018 17:52,19,Website,Sales-Agent-3,Mode-3,Potential,1
06-10-2018 17:19,9,Website,Sales-Agent-5,Mode-3,In Progress Negative,0
06-10-2018 17:10,18,Live Chat -PPC,Sales-Agent-11,Mode-3,Not Responding,0
06-10-2018 16:35,18,Live Chat-Direct,Sales-Agent-5,Mode-3,Long Term,1
06-10-2018 16:09,27,Existing Customer,Sales-Agent-9,Mode-1,Potential,1
06-10-2018 16:00,19,Live Chat-Direct,Sales-Agent-9,Mode-3,Not Responding,0
06-10-2018 15:55,27,Live Chat-Direct,Sales-Agent-9,Mode-3,Not Responding,0
06-10-2018 15:00,9,Live Chat-Direct,Sales-Agent-7,Mode-4,In Progress Positive,1
06-10-2018 14:47,19,Customer Referral,Sales-Agent-11,Mode-5,CONVERTED,1
06-10-2018 12:37,9,Call,Sales-Agent-9,Mode-1,In Progress Positive,1
06-10-2018 12:15,27,Live Chat -PPC,Sales-Agent-5,Mode-1,Long Term,1
06-10-2018 12:15,10,Live Chat-Direct,Sales-Agent-7,Mode-3,In Progress Positive,1
06-10-2018 11:20,19,Live Chat -PPC,Sales-Agent-3,Mode-3,Not Responding,0
06-10-2018 11:00,18,Live Chat-Direct,Sales-Agent-11,Mode-3,Potential,1
06-10-2018 10:52,15,Call,Sales-Agent-4,Mode-5,In Progress Negative,0
06-10-2018 10:51,15,Call,Sales-Agent-9,Mode-5,Not Responding,0
06-10-2018 10:51,15,Call,Sales-Agent-2,Mode-5,Junk Lead,0
06-10-2018 10:50,15,Call,Sales-Agent-7,Mode-5,Not Responding,0
06-10-2018 10:45,18,Live Chat-Direct,Sales-Agent-4,Mode-1,Just Enquiry,0
06-10-2018 10:34,15,Call,Sales-Agent-2,Mode-5,Junk Lead,0
06-10-2018 09:45,9,Live Chat-Direct,Sales-Agent-5,Mode-3,Junk Lead,0
06-10-2018 09:30,10,Live Chat-Direct,Sales-Agent-3,Mode-3,Just Enquiry,0
06-10-2018 09:26,18,Website,Sales-Agent-3,Mode-1,Long Term,1
06-10-2018 08:16,18,Website,Sales-Agent-4,Mode-3,Junk Lead,0
06-10-2018 08:00,27,Website,Sales-Agent-7,Mode-3,Not Responding,0
06-10-2018 07:45,9,Live Chat-Direct,Sales-Agent-5,Mode-3,In Progress Negative,0
06-10-2018 05:31,5,Website,Sales-Agent-11,Mode-1,Just Enquiry,0
06-10-2018 02:16,9,Website,Sales-Agent-9,Mode-3,Potential,1
05-10-2018 23:05,19,Website,Sales-Agent-2,Mode-3,Junk Lead,0
05-10-2018 18:35,18,Live Chat-Direct,Sales-Agent-3,Mode-3,Long Term,1
05-10-2018 18:09,9,Call,Sales-Agent-7,Mode-1,Long Term,1
05-10-2018 17:41,18,Website,Sales-Agent-7,Mode-3,Not Responding,0
05-10-2018 17:25,27,Live Chat-Direct,Sales-Agent-3,Mode-3,Long Term,1
05-10-2018 16:55,18,Call,Sales-Agent-9,Mode-1,CONVERTED,1
05-10-2018 16:11,18,Call,Sales-Agent-9,Mode-1,In Progress Positive,1
05-10-2018 16:09,9,Call,Sales-Agent-5,Mode-1,In Progress Negative,0
05-10-2018 16:02,27,Call,Sales-Agent-9,Mode-1,In Progress Positive,1
05-10-2018 14:10,18,Live Chat-Direct,Sales-Agent-5,Mode-3,Potential,1
05-10-2018 13:55,18,Live Chat-Direct,Sales-Agent-9,Mode-3,In Progress Positive,1
05-10-2018 13:35,18,Live Chat-Direct,Sales-Agent-7,Mode-1,In Progress Positive,1
05-10-2018 12:35,27,Live Chat-Direct,Sales-Agent-4,Mode-1,CONVERTED,1
05-10-2018 12:08,19,Website,Sales-Agent-11,Mode-3,Long Term,1
05-10-2018 12:02,9,Call,Sales-Agent-5,Mode-1,Potential,1
05-10-2018 11:30,19,Live Chat-Direct,Sales-Agent-3,Mode-3,Junk Lead,0
05-10-2018 10:48,27,Customer Referral,Sales-Agent-11,Mode-5,CONVERTED,1
05-10-2018 10:20,15,Call,Sales-Agent-9,Mode-5,Just Enquiry,0
05-10-2018 10:19,15,Call,Sales-Agent-4,Mode-5,Junk Lead,0
05-10-2018 10:18,15,Call,Sales-Agent-2,Mode-5,Junk Lead,0
05-10-2018 10:18,5,Call,Sales-Agent-5,Mode-1,In Progress Positive,1
05-10-2018 10:10,18,Call,Sales-Agent-9,Mode-1,In Progress Positive,1
05-10-2018 10:05,18,Live Chat -PPC,Sales-Agent-4,Mode-1,Potential,1
05-10-2018 10:04,9,Call,Sales-Agent-3,Mode-5,Junk Lead,0
05-10-2018 10:03,5,Call,Sales-Agent-9,Mode-5,Not Responding,0
05-10-2018 10:03,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
05-10-2018 10:02,15,Call,Sales-Agent-5,Mode-5,Not Responding,0
05-10-2018 10:01,15,Call,Sales-Agent-9,Mode-5,Junk Lead,0
05-10-2018 09:45,19,Website,Sales-Agent-7,Mode-1,In Progress Positive,1
05-10-2018 08:56,18,Website,Sales-Agent-9,Mode-3,Junk Lead,0
05-10-2018 08:45,18,Website,Sales-Agent-9,Mode-1,Potential,1
05-10-2018 07:34,18,Website,Sales-Agent-7,Mode-3,Just Enquiry,0
04-10-2018 18:48,18,Website,Sales-Agent-5,Mode-3,Just Enquiry,0
04-10-2018 18:25,9,Live Chat-Direct,Sales-Agent-4,Mode-3,LOST,0
04-10-2018 18:22,20,Call,Sales-Agent-7,Mode-5,CONVERTED,1
04-10-2018 17:34,9,Call,Sales-Agent-5,Mode-1,Potential,1
04-10-2018 16:51,5,Website,Sales-Agent-9,Mode-3,In Progress Positive,1
04-10-2018 16:43,27,Website,Sales-Agent-11,Mode-3,Potential,1
04-10-2018 16:35,18,Live Chat-Direct,Sales-Agent-7,Mode-1,Junk Lead,0
04-10-2018 15:50,9,Website,Sales-Agent-5,Mode-3,In Progress Negative,0
04-10-2018 15:40,10,Live Chat-Direct,Sales-Agent-2,Mode-1,CONVERTED,1
04-10-2018 14:48,10,Call,Sales-Agent-9,Mode-1,CONVERTED,1
04-10-2018 14:25,5,Live Chat-Direct,Sales-Agent-9,Mode-1,In Progress Positive,1
04-10-2018 14:25,9,Live Chat-Direct,Sales-Agent-4,Mode-3,In Progress Positive,1
04-10-2018 14:05,9,Live Chat-Direct,Sales-Agent-5,Mode-1,Potential,1
04-10-2018 12:35,9,Live Chat-Direct,Sales-Agent-9,Mode-3,CONVERTED,1
04-10-2018 12:14,18,Call,Sales-Agent-9,Mode-1,Long Term,1
04-10-2018 12:02,27,Call,Sales-Agent-5,Mode-1,LOST,0
04-10-2018 11:35,9,Live Chat-Direct,Sales-Agent-11,Mode-3,Potential,1
04-10-2018 10:45,19,Live Chat-Direct,Sales-Agent-7,Mode-3,In Progress Positive,1
04-10-2018 10:13,18,Call,Sales-Agent-9,Mode-1,Junk Lead,0
04-10-2018 10:09,27,Call,Sales-Agent-5,Mode-1,Junk Lead,0
04-10-2018 10:08,15,Call,Sales-Agent-4,Mode-5,In Progress Negative,0
04-10-2018 10:04,15,Call,Sales-Agent-8,Mode-5,Not Responding,0
04-10-2018 10:03,15,Call,Sales-Agent-2,Mode-5,Junk Lead,0
04-10-2018 10:03,15,Call,Sales-Agent-5,Mode-5,Just Enquiry,0
04-10-2018 09:56,5,Call,Sales-Agent-9,Mode-1,Not Responding,0
04-10-2018 09:50,18,Live Chat-Direct,Sales-Agent-5,Mode-3,Potential,1
04-10-2018 09:42,18,Call,Sales-Agent-9,Mode-5,Potential,1
04-10-2018 09:41,15,Call,Sales-Agent-9,Mode-5,Junk Lead,0
04-10-2018 09:41,15,Call,Sales-Agent-11,Mode-5,Potential,1
04-10-2018 09:40,15,Call,Sales-Agent-4,Mode-5,Junk Lead,0
04-10-2018 07:45,18,Website,Sales-Agent-2,Mode-3,Junk Lead,0
03-10-2018 22:40,18,Live Chat-Direct,Sales-Agent-4,Mode-1,Potential,1
03-10-2018 21:35,9,Website,Sales-Agent-3,Mode-3,In Progress Positive,1
03-10-2018 18:29,18,Call,Sales-Agent-9,Mode-1,In Progress Positive,1
03-10-2018 18:10,18,Call,Sales-Agent-5,Mode-1,Potential,1
03-10-2018 18:08,15,Call,Sales-Agent-3,Mode-5,Junk Lead,0
03-10-2018 17:37,9,Customer Referral,Sales-Agent-3,Mode-1,In Progress Positive,1
03-10-2018 16:22,9,Call,Sales-Agent-9,Mode-1,In Progress Positive,1
03-10-2018 16:20,19,Live Chat-Direct,Sales-Agent-9,Mode-5,Not Responding,0
03-10-2018 15:40,1,Live Chat-Direct,Sales-Agent-5,Mode-5,Not Responding,0
03-10-2018 15:37,18,Website,Sales-Agent-11,Mode-5,Potential,1
03-10-2018 15:27,18,Call,Sales-Agent-9,Mode-1,In Progress Positive,1
03-10-2018 14:50,25,Live Chat -PPC,Sales-Agent-7,Mode-5,Not Responding,0
03-10-2018 14:50,18,Live Chat-Direct,Sales-Agent-4,Mode-1,In Progress Negative,0
03-10-2018 14:35,18,Call,Sales-Agent-9,Mode-5,In Progress Positive,1
03-10-2018 14:30,9,Live Chat-Blog,Sales-Agent-11,Mode-5,Just Enquiry,0
03-10-2018 14:07,18,Call,Sales-Agent-11,Mode-5,Potential,1
03-10-2018 14:05,19,Website,Sales-Agent-4,Mode-3,Just Enquiry,0
03-10-2018 13:59,9,Call,Sales-Agent-5,Mode-1,Just Enquiry,0
03-10-2018 13:55,5,Live Chat-Direct,Sales-Agent-3,Mode-5,In Progress Negative,0
03-10-2018 13:10,18,Live Chat-Blog,Sales-Agent-7,Mode-3,Not Responding,0
03-10-2018 12:39,15,Call,Sales-Agent-2,Mode-5,Junk Lead,0
03-10-2018 12:38,15,Call,Sales-Agent-4,Mode-5,Junk Lead,0
03-10-2018 12:37,15,Call,Sales-Agent-11,Mode-5,Just Enquiry,0
03-10-2018 12:37,9,Call,Sales-Agent-5,Mode-1,In Progress Negative,0
03-10-2018 12:36,15,Call,Sales-Agent-3,Mode-5,Junk Lead,0
03-10-2018 12:34,9,Existing Client,Sales-Agent-3,Mode-1,CONVERTED,1
03-10-2018 12:33,15,Call,Sales-Agent-7,Mode-5,Junk Lead,0
03-10-2018 12:29,9,Existing Client,Sales-Agent-3,Mode-1,CONVERTED,1
03-10-2018 12:24,22,Call,Sales-Agent-2,Mode-5,Junk Lead,0
03-10-2018 12:15,19,Live Chat-Direct,Sales-Agent-7,Mode-1,Junk Lead,0
03-10-2018 12:04,15,Call,Sales-Agent-11,Mode-5,Junk Lead,0
03-10-2018 12:03,15,Call,Sales-Agent-3,Mode-5,In Progress Negative,0
03-10-2018 12:03,18,Call,Sales-Agent-5,Mode-3,In Progress Negative,0
03-10-2018 12:01,18,Call,Sales-Agent-4,Mode-1,Potential,1
03-10-2018 12:00,25,Live Chat-Direct,Sales-Agent-9,Mode-5,Potential,1
03-10-2018 11:40,18,Live Chat -PPC,Sales-Agent-3,Mode-5,Junk Lead,0
03-10-2018 11:36,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
03-10-2018 11:36,9,Call,Sales-Agent-11,Mode-5,Just Enquiry,0
03-10-2018 11:01,18,Call,Sales-Agent-2,Mode-1,Long Term,1
03-10-2018 10:35,1,Live Chat-Direct,Sales-Agent-3,Mode-1,In Progress Positive,1
03-10-2018 10:13,19,Call,Sales-Agent-11,Mode-5,Potential,1
03-10-2018 09:10,18,Live Chat-Blog,Sales-Agent-4,Mode-5,In Progress Positive,1
02-10-2018 23:17,27,Website,Sales-Agent-4,Mode-5,Just Enquiry,0
02-10-2018 23:16,5,Website,Sales-Agent-3,Mode-5,Just Enquiry,0
02-10-2018 21:28,18,Website,Sales-Agent-7,Mode-1,CONVERTED,1
02-10-2018 20:41,18,Website,Sales-Agent-5,Mode-1,Potential,1
02-10-2018 18:45,27,Website,Sales-Agent-11,Mode-5,CONVERTED,1
02-10-2018 15:25,18,Live Chat -PPC,Sales-Agent-4,Mode-1,Not Responding,0
02-10-2018 15:05,5,Website,Sales-Agent-2,Mode-5,Junk Lead,0
02-10-2018 14:55,18,Live Chat-Direct,Sales-Agent-9,Mode-1,In Progress Positive,1
02-10-2018 13:55,27,Live Chat-Direct,Sales-Agent-7,Mode-5,Not Responding,0
02-10-2018 12:50,18,Live Chat -PPC,Sales-Agent-3,Mode-5,Long Term,1
02-10-2018 12:50,18,Live Chat-Direct,Sales-Agent-11,Mode-1,Just Enquiry,0
02-10-2018 12:35,18,Live Chat-Direct,Sales-Agent-4,Mode-5,In Progress Positive,1
02-10-2018 12:30,18,Live Chat -PPC,Sales-Agent-3,Mode-5,Just Enquiry,0
02-10-2018 11:25,18,Live Chat-Blog,Sales-Agent-11,Mode-3,Potential,1
02-10-2018 10:55,27,Live Chat -PPC,Sales-Agent-7,Mode-5,Just Enquiry,0
02-10-2018 10:30,1,Live Chat-Direct,Sales-Agent-3,Mode-5,Not Responding,0
02-10-2018 10:30,19,Live Chat-CPC,Sales-Agent-7,Mode-3,Long Term,1
02-10-2018 09:10,12,Live Chat-Direct,Sales-Agent-9,Mode-5,Potential,1
02-10-2018 00:12,18,Website,Sales-Agent-9,Mode-5,Just Enquiry,0
01-10-2018 23:33,9,Website,Sales-Agent-11,Mode-5,Potential,1
01-10-2018 22:55,18,Live Chat-Direct,Sales-Agent-9,Mode-1,In Progress Positive,1
01-10-2018 19:27,5,Website,Sales-Agent-7,Mode-1,Long Term,1
01-10-2018 19:20,18,Live Chat-Direct,Sales-Agent-4,Mode-1,In Progress Positive,1
01-10-2018 18:35,8,Website,Sales-Agent-5,Mode-1,Just Enquiry,0
01-10-2018 16:55,18,Live Chat-Direct,Sales-Agent-9,Mode-1,Not Responding,0
01-10-2018 16:35,9,Live Chat-Direct,Sales-Agent-4,Mode-3,Just Enquiry,0
01-10-2018 16:20,20,Live Chat-Direct,Sales-Agent-3,Mode-3,In Progress Positive,1
01-10-2018 16:10,18,Call,Sales-Agent-2,Mode-1,CONVERTED,1
01-10-2018 16:05,27,Live Chat -PPC,Sales-Agent-7,Mode-3,Not Responding,0
01-10-2018 15:44,18,Call,Sales-Agent-11,Mode-5,Potential,1
01-10-2018 13:36,19,Call,Sales-Agent-3,Mode-3,Potential,1
01-10-2018 13:30,5,Live Chat-Direct,Sales-Agent-2,Mode-3,Junk Lead,0
01-10-2018 13:21,19,Website,Sales-Agent-5,Mode-3,Junk Lead,0
01-10-2018 13:20,18,Live Chat-Direct,Sales-Agent-3,Mode-3,Potential,1
01-10-2018 13:10,19,Live Chat-Direct,Sales-Agent-4,Mode-3,In Progress Positive,1
01-10-2018 13:09,18,Call,Sales-Agent-4,Mode-1,Junk Lead,0
01-10-2018 12:35,18,Live Chat-Blog,Sales-Agent-7,Mode-3,Junk Lead,0
01-10-2018 12:13,18,Call,Sales-Agent-3,Mode-4,Junk Lead,0
01-10-2018 11:52,15,Call,Sales-Agent-7,Mode-5,Junk Lead,0
01-10-2018 11:52,15,Call,Sales-Agent-3,Mode-5,Just Enquiry,0
01-10-2018 11:51,9,Call,Sales-Agent-7,Mode-5,Junk Lead,0
01-10-2018 11:48,15,Call,Sales-Agent-11,Mode-5,Potential,1
01-10-2018 11:43,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
01-10-2018 11:42,15,Call,Sales-Agent-7,Mode-5,Junk Lead,0
01-10-2018 11:40,27,Live Chat-Blog,Sales-Agent-9,Mode-3,In Progress Positive,1
01-10-2018 11:30,18,Call,Sales-Agent-11,Mode-1,In Progress Negative,0
01-10-2018 11:16,27,Call,Sales-Agent-11,Mode-5,Just Enquiry,0
01-10-2018 11:16,9,Call,Sales-Agent-3,Mode-5,In Progress Negative,0
01-10-2018 11:15,15,Call,Sales-Agent-4,Mode-5,Junk Lead,0
01-10-2018 11:14,9,Call,Sales-Agent-11,Mode-5,Just Enquiry,0
01-10-2018 10:54,18,Call,Sales-Agent-11,Mode-5,Potential,1
01-10-2018 10:52,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
01-10-2018 10:51,15,Call,Sales-Agent-7,Mode-5,Junk Lead,0
01-10-2018 10:23,27,Call,Sales-Agent-9,Mode-1,Just Enquiry,0
01-10-2018 10:06,9,Call,Sales-Agent-3,Mode-5,Potential,1
01-10-2018 10:05,18,Live Chat -PPC,Sales-Agent-3,Mode-3,Junk Lead,0
01-10-2018 09:49,18,Live Chat-Direct,Sales-Agent-11,Mode-1,Just Enquiry,0
01-10-2018 09:47,19,Call,Sales-Agent-4,Mode-5,In Progress Positive,1
01-10-2018 09:40,18,Live Chat -PPC,Sales-Agent-5,Mode-3,Long Term,1
01-10-2018 07:44,19,Website,Sales-Agent-3,Mode-3,In Progress Negative,0
01-10-2018 04:39,15,Website,Sales-Agent-4,Mode-3,In Progress Negative,0
30-09-2018 16:59,20,Existing Client,Sales-Agent-3,Mode-3,CONVERTED,1
30-09-2018 16:20,18,Call,Sales-Agent-4,Mode-1,CONVERTED,1
30-09-2018 16:15,18,Live Chat-CPC,Sales-Agent-7,Mode-3,In Progress Positive,1
30-09-2018 16:10,19,Website,Sales-Agent-7,Mode-3,Potential,1
30-09-2018 14:00,18,Live Chat-Direct,Sales-Agent-4,Mode-5,Just Enquiry,0
30-09-2018 12:46,9,Website,Sales-Agent-9,Mode-3,Just Enquiry,0
30-09-2018 11:51,18,Call,Sales-Agent-11,Mode-5,Potential,1
30-09-2018 11:05,18,Live Chat-Blog,Sales-Agent-9,Mode-3,Just Enquiry,0
30-09-2018 09:57,19,Website,Sales-Agent-7,Mode-3,In Progress Positive,1
30-09-2018 09:42,15,Website,Sales-Agent-11,Mode-3,Long Term,1
30-09-2018 09:28,18,Website,Sales-Agent-4,Mode-5,Potential,1
30-09-2018 07:27,18,Website,Sales-Agent-5,Mode-3,Junk Lead,0
29-09-2018 20:42,15,Website,Sales-Agent-2,Mode-3,Junk Lead,0
29-09-2018 20:24,19,Website,Sales-Agent-11,Mode-3,Just Enquiry,0
29-09-2018 19:00,18,Call,Sales-Agent-4,Mode-1,In Progress Positive,1
29-09-2018 17:59,18,Call,Sales-Agent-2,Mode-1,CONVERTED,1
29-09-2018 17:55,19,Live Chat-Direct,Sales-Agent-5,Mode-3,Not Responding,0
29-09-2018 17:53,18,Call,Sales-Agent-9,Mode-1,CONVERTED,1
29-09-2018 17:10,5,Live Chat-Direct,Sales-Agent-11,Mode-3,Just Enquiry,0
29-09-2018 16:54,18,Call,Sales-Agent-7,Mode-5,In Progress Positive,1
